bigg_id	universal_bigg_id	name
f26bp_c	f26bp	D Fructose 2 6 bisphosphate C6H10O12P2
fecost_c	fecost	Fecosterol C28H46O
fmettrna_m	fmettrna	N-Formylmethionyl-tRNA
for_m	for	Formate
fum_m	fum	Fumarate
gcald_m	gcald	Glycolaldehyde
ggdp_c	ggdp	Geranylgeranyl diphosphate C20H33O7P2
glp_c	glp	Glycylpeptide C4H7N2O3R
glu__L_x	glu__L	L-Glutamate
glutrna_m	glutrna	L-Glutamyl-tRNA(Glu)
gmp_g	gmp	GMP C10H12N5O8P
gtp_m	gtp	GTP C10H12N5O14P3
h2o2_m	h2o2	Hydrogen peroxide
hLkynr_c	hLkynr	3 Hydroxy L kynurenine C10H12N2O4
hcit_m	hcit	2 Hydroxybutane 1 2 4 tricarboxylate C7H7O7
hco3_m	hco3	Bicarbonate
hdcea_x	hdcea	Hexadecenoate (n-C16:1)
hdeACP_m	hdeACP	Cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1)
hexc_e	hexc	Hexacosanoate  n C260  C26H51O2
histrna_m	histrna	L-Histidyl-tRNA(His)
hpglu_c	hpglu	Tetrahydropteroyltri L glutamate C24H34N8O12
iamoh_e	iamoh	Isoamyl alcohol C5H12O
ibutac_e	ibutac	Isobutyl acetate C6H12O2
ibutoh_c	ibutoh	Isobutyl alcohol C4H10O
icit_x	icit	Isocitrate
id3acald_e	id3acald	Indole 3 acetaldehyde C10H9NO
iletrna_m	iletrna	L-Isoleucyl-tRNA(Ile)
ind3acnl_c	ind3acnl	Indole 3 acetonitrile C10H8N2
ind3eth_c	ind3eth	Indole 3 ethanol C10H11NO
ipc126_SC_c	ipc126_SC	Inositol phosphorylceramide  ceramide 1  26C   yeast specific C5000H9900N100O1100P100
ipc226_SC_c	ipc226_SC	Inositol phosphorylceramide  ceramide 2  26C   yeast specific C5000H9900N100O1200P100
ipc326_SC_c	ipc326_SC	Inositol phosphorylceramide  ceramide 3  26C   yeast specific C5000H9900N100O1300P100
itacon_m	itacon	Itaconate C5H4O4
lac__D_m	lac__D	D-Lactate
lac__L_m	lac__L	L-Lactate
lanostest_SC_e	lanostest_SC	Lanosterol ester  yeast specific C1697H2999O101
leutrna_m	leutrna	L-Leucyl-tRNA(Leu)
lpam_m	lpam	Lipoamide C8H15NOS2
m1macchitppdol_g	m1macchitppdol	Alpha D mannosyl beta D mannosyl diacylchitobiosyldiphosphodolichol C43H74N2O27P2
m4macchitppdol_g	m4macchitppdol	 alpha D Mannosyl 4 beta D mannosyl diacetylchitobiosyldiphosphodolichol C61H104N2O42P2
macchitppdol_g	macchitppdol	Beta D Mannosyldiacetylchitobiosyldiphosphodolichol C37H64N2O22P2
mal__L_m	mal__L	L-Malate
mev__R_c	mev__R	 R  Mevalonate C6H11O4
mi13456p_n	mi13456p	1D myo Inositol 1 3 4 5 6 pentakisphosphate C6H7O21P5
mi1345p_n	mi1345p	1D myo Inositol 1 3 4 5 tetrakisphosphate C6H8O18P4
mi145p_c	mi145p	1D myo Inositol 1 4 5 trisphosphate C6H9O15P3
minohp_c	minohp	Myo-Inositol hexakisphosphate
mip2c224_SC_c	mip2c224_SC	Mannose  inositol P 2 ceramide  ceramide 2  24C   yeast specific C6000H11500N100O2500P200
mip2c324_SC_c	mip2c324_SC	Mannose  inositol P 2 ceramide  ceramide 3  24C   yeast specific C6000H11500N100O2600P200
mipc226_SC_c	mipc226_SC	Mannose inositol phosphorylceramide  ceramide 2  26C   yeast specific C5600H10900N100O1700P100
mlthf_m	mlthf	5,10-Methylenetetrahydrofolate
nadh_r	nadh	Nicotinamide adenine dinucleotide - reduced
nadh_x	nadh	Nicotinamide adenine dinucleotide - reduced
nadph_m	nadph	Nicotinamide adenine dinucleotide phosphate - reduced
nh4_n	nh4	Ammonium
nmn_m	nmn	NMN C11H14N2O8P
oaa_e	oaa	Oxaloacetate
occoa_x	occoa	Octanoyl-CoA (n-C8:0CoA)
ocdcya_e	ocdcya	Octadecadienoate  n C182  C18H31O2
ocdycacoa_c	ocdycacoa	Octadecynoyl CoA  n C182CoA  C39H62N7O17P3S
ocdycacoa_x	ocdycacoa	Octadecynoyl CoA  n C182CoA  C39H62N7O17P3S
octeACP_m	octeACP	Cis-octadec-11-enoyl-[acyl-carrier protein] (n-C18:1)
oh1_c	oh1	Hydroxide ion HO
pan4p_m	pan4p	Pantetheine 4'-phosphate
pe_SC_m	pe_SC	Phosphatidylethanolamine  yeast specific C3740H7244N100O800P100
pe_SC_v	pe_SC	Phosphatidylethanolamine  yeast specific C3740H7244N100O800P100
pendp_m	pendp	All trans Pentaprenyl diphosphate C25H41O7P2
pg_SC_m	pg_SC	Phosphatidylglycerol  yeast specific C3840H7244O1000P100
phetrna_m	phetrna	L-Phenylalanyl-tRNA(Phe)
pi_m	pi	Phosphate
pi_v	pi	Phosphate
pmtcoa_x	pmtcoa	Palmitoyl-CoA (n-C16:0CoA)
ppi_m	ppi	Diphosphate
ps_SC_c	ps_SC	Phosphatidylserine  yeast specific C3840H7144N100O1000P100
psph1p_c	psph1p	Phytosphingosine 1 phosphate C18H39NO6P
psph1p_r	psph1p	Phytosphingosine 1 phosphate C18H39NO6P
ptd1ino_SC_n	ptd1ino_SC	Phosphatidyl 1D myo inositol  yeast specific C4140H7644O1300P100
ptd3ino_SC_c	ptd3ino_SC	Phosphatidyl 1D myo 3 inositol  yeast specific C4140H7544O1600P200
pyr_x	pyr	Pyruvate
q6h2_m	q6h2	Ubiquinol 6 C39H60O4
ribflv_e	ribflv	Riboflavin C17H20N4O6
rnam_c	rnam	N Ribosylnicotinamide C11H15N2O5
sbt__D_c	sbt__D	D-Sorbitol
sbt__L_e	sbt__L	L Sorbitol C6H14O6
sdhlam_m	sdhlam	S Succinyldihydrolipoamide C12H20NO4S2
sph1p_c	sph1p	Sphinganine 1 phosphate C18H39NO5P
sph1p_r	sph1p	Sphinganine 1 phosphate C18H39NO5P
sql_c	sql	Squalene C30H50
sql_r	sql	Squalene C30H50
stcoa_x	stcoa	Stearoyl-CoA (n-C18:0CoA)
tchola_v	tchola	Taurocholic acid C26H45NO7S
td2coa_x	td2coa	Trans-Tetradec-2-enoyl-CoA
trdox_x	trdox	Oxidized thioredoxin
trdrd_x	trdrd	Reduced thioredoxin
triglyc_SC_c	triglyc_SC	Triglyceride  yeast specific C5160H9566O600
trnaleu_m	trnaleu	TRNA(Leu)
trnalys_m	trnalys	TRNA(Lys)
trnatyr_m	trnatyr	TRNA(Tyr)
trnaval_m	trnaval	TRNA(Val)
trp__L_m	trp__L	L-Tryptophan
ttc_c	ttc	Tetracosanoate  n C240  C24H47O2
ttc_x	ttc	Tetracosanoate  n C240  C24H47O2
tyr__L_m	tyr__L	L-Tyrosine
tyr__L_v	tyr__L	L-Tyrosine
tyrtrna_m	tyrtrna	L-Tyrosyl-tRNA(Tyr)
udpacgal_c	udpacgal	UDP-N-acetyl-D-galactosamine
val__L_m	val__L	L-Valine
valtrna_m	valtrna	L-Valyl-tRNA(Val)
xylt_c	xylt	Xylitol C5H12O5
zym_int2_c	zym_int2	Zymosterol intermediate 2 C27H42O
zymstest_SC_e	zymstest_SC	Zymosterol ester  yeast specific C1694H2993O101
3AStmyn_c	3AStmyn	"3""-Adenylylstreptomycin"
3AStrmyn_c	3AStrmyn	3''-Adenylylspectinomycin
4izp_c	4izp	4-Imidazolone-5-propanoate
acmama_c	acmama	N-Acetyl-D-muramoyl-L-alanine
alpro_c	alpro	S Aminomethyldihydrolipoylprotein CH6NS2X
cpppg1_c	cpppg1	Coproporphyrinogen I
dgdcg_SA_c	dgdcg_SA	Diglucosyl-diacylglycerol (SA)
fa5_c	fa5	Fatty acid (Iso-C16:1)
fdxrd_c	fdxrd	Reduced ferredoxin
glcp_SA_c	glcp_SA	Glucosyl Phosphoglycerol (SA)
hepdp_c	hepdp	All-trans-Heptaprenyl diphosphate
lac6p_c	lac6p	Lactose-6-phosphate
lpro_c	lpro	Lipoylprotein S2X
nop_c	nop	D-Nopaline
octp_c	octp	Octopine
pg_SA_c	pg_SA	Phosphatidylglycerol (Saureus)
pime_c	pime	Pimelate
pleu_SA2_c	pleu_SA2	Phosphatidylleucine SA2
plys_SA_c	plys_SA	Phosphatidyllysine SA
ps_SA_c	ps_SA	Phosphatidylserine (Saureus)
salcn6p_c	salcn6p	Salicin 6-phosphate
salcn_e	salcn	Salicin C13H18O7
tcam_c	tcam	Minor teichoic acid (acetylgalactosamine glucose phosphate, n=30)
udcp_c	udcp	Undecaprenol
uppg1_c	uppg1	Uroporphyrinogen I
urcan_c	urcan	Urocanate C6H5N2O2
pep_p	pep	Phosphoenolpyruvate
3pg_e	3pg	3-Phospho-D-glycerate
chitob_e	chitob	Chitobiose C16H28N2O11
feroxEfe_e	feroxEfe	Ferrioxamine-E-fe
feroxE_e	feroxE	Ferrioxamine-E
23dhbzs3_e	23dhbzs3	2-3-dihydroxybenzoylserine trimer
tag__D_e	tag__D	D-Tagatose
rnam_p	rnam	N Ribosylnicotinamide C11H15N2O5
2pg_p	2pg	D-Glycerate 2-phosphate
guln__L_p	guln__L	L-gulonate
icit_p	icit	Isocitrate
airs_e	airs	Aminoimidazole-riboside
diact_e	diact	Diacetyl C4H6O2
oxptn_c	oxptn	5-Oxopentanoate
rbt_e	rbt	Ribitol
cellb_p	cellb	Cellobiose
peng_p	peng	Penicillin G C16H18N2O4S
gicolipaBR1_c	gicolipaBR1	R1 glucosyl inner core oligosaccharide lipid A with laurate C135H216N2O68P4
3hoxpac_p	3hoxpac	3 Hydroxyphenylacetic acid C8H8O3
6apa_e	6apa	6 Aminopenicillanic acid C8H12N2O3S
colipaB_c	colipaB	Core oligosaccharide lipid A with laurate C159H256N2O88P4
gggicolipaBR1_c	gggicolipaBR1	R1 glucosyl glucosyl glucosyl inner core oligosaccharide lipid A with laurate C147H236N2O78P4
enlipidA_e	enlipidA	1' Phosphoethanolamin lipidIVa C70H132N3O26P3
cellb_c	cellb	Cellobiose
3hmp_c	3hmp	3-Hydroxy-2-methylpropanoate
6pgg_c	6pgg	6-Phospho-beta-D-glucosyl-(1,4)-D-glucose
2omph_5_m	2omph_5	2-Octaprenyl-6-methoxyphenol (5 repeating units)
2omhmbl_5_m	2omhmbl_5	2-Octaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinol (5 repeating units)
3hacoa_x	3hacoa	(S)-3-Hydroxyacyl-CoA
octdp_5_c	octdp_5	All-trans-Octaprenyl diphosphate (5 repeating units)
lald__L_m	lald__L	L-Lactaldehyde
stys_c	stys	Stachyose
tdp_c	tdp	Tdp
ttp_c	ttp	Ttp
kokdo_laur_hde_lipid4_c	kokdo_laur_hde_lipid4	KO-KDO-laur-hde-lipid4[c]
hkmpp_c	hkmpp	2-Hydroxy-3-keto-5-methylthiopentenyl-1-phosphate
5cohe_c	5cohe	5-Carboxy-2-oxohept-3-enedioate
3hoxpac_c	3hoxpac	3 Hydroxyphenylacetic acid C8H8O3
1pipdn2c_c	1pipdn2c	Delta1-Piperideine-2-carboxylate
2dhglcn_p	2dhglcn	2-Dehydro-D-gluconate
R_3hhcoa_c	R_3hhcoa	(R)-Hydroxyhexanoyl-CoA
3mbzalc_c	3mbzalc	3-methylbenzyl alcohol
3oxoadp_e	3oxoadp	3-Oxoadipate
coucoa_c	coucoa	P coumaroyl CoA C30H38N7O18P3S1
4mbzald_c	4mbzald	P-methylbenzaldehyde
4mbzalc_c	4mbzalc	4-methylbenzyl alcohol
2omcm_c	2omcm	2-oxo-5-methyl-cis-muconate
2hmc_c	2hmc	2-Hydroxymuconate
C04051_c	C04051	C04051
5apentam_c	5apentam	5-Aminopentanamide
dmgly_c	dmgly	N,N-Dimethylglycine
bz12diol_c	bz12diol	Cis-1,2-Dihydroxycyclohexa-3,5-diene-1-carboxylate
34dhbald_c	34dhbald	3,4-dihydroxybenzaldehyde
conialdh_c	conialdh	Coniferyl aldehyde
fer_c	fer	Ferulate
co2dam_c	co2dam	Cob(II)yrinate a,c diamide
4hbald_c	4hbald	4-Hydroxybenzaldehyde
ficytc_c	ficytc	Ferricytochrome c C42H52FeN8O6S2
co1dam_c	co1dam	Cob(I)yrinate a,c diamide
2dhphaccoa_c	2dhphaccoa	1,2-Dihydroxy-1,2-dihydrophenylacetyl-CoA
cala_c	cala	N-Carbamoyl-beta-alanine
dhbpt_c	dhbpt	6,7-Dihydrobiopterin
C100mclPHA_c	C100mclPHA	C10:0-Medium-chain length Polyhydroxyalkanoate.
C120mclPHA_c	C120mclPHA	C12:0-Medium-chain length Polyhydroxyalkanoate.
C140mclPHA_c	C140mclPHA	C14:0-Medium-chain length Polyhydroxyalkanoate.
dna5mtc_c	dna5mtc	DNA 5-methylcytosine
m_xyl_e	m_xyl	M-Xylene
vanln_e	vanln	Vanillin
vanlt_e	vanlt	Vanillate
ferulcoa_c	ferulcoa	Feruloyl-CoA
pentso3_c	pentso3	Pentanesulfonate
fer_p	fer	Ferulate
Nforglu_c	Nforglu	N-Formyl-L-glutamate
2maacoa_c	2maacoa	2-Methyl-3-acetoacetyl-CoA
nfmalm_c	nfmalm	N-Formyl maleamic acid
pre3a_c	pre3a	Precorrin 3 A
pentso3_p	pentso3	Pentanesulfonate
p_xyl_c	p_xyl	P-methyltoluene
p_xyl_p	p_xyl	P-methyltoluene
selmeth_c	selmeth	Selenomethionine
tol_p	tol	Toluene
tol_c	tol	Toluene
pg_HP_c	pg_HP	Phosphatidylglycerol Hp specific
clpn_HP_c	clpn_HP	Cardiolipin (Hpylori)
pe_HP_c	pe_HP	Phosphatidylethanolamine Hp specific
cdpdag_HP_c	cdpdag_HP	CDP-Diacylglycerol Hp specific
lipidX_HP_c	lipidX_HP	LipidX HP
core_lps_hp_c	core_lps_hp	Core lps hp
u2hga_HP_c	u2hga_HP	UDP-2-hydroxyoctadecanoyl-D-glucosamine
mycolate_c	mycolate	Mycolate  (2 cyclopropanated rings)
kmycolate_c	kmycolate	Keto mycolate (2 cyclopropanated rings)
mkmycolate_c	mkmycolate	Keto mycolate (1 cyclopropanated rings)
mmycolate_c	mmycolate	Methoxy mycolate (2 cyclopropanated rings)
tdm1_c	tdm1	Trehalose dimycolate (alpha mycolate + methoxymycolate)
sl1_c	sl1	Sulfonated tetra-acyl trehalose
tres_c	tres	Trehalose 2 sulfate
decda_tb_c	decda_tb	Decaprenylphosphoryl-beta-D-arabinofuranose
qh2_c	qh2	Ubiquinol
phdcaACP_c	phdcaACP	Phenol palmitic acid ACP
pphthiocerol_c	pphthiocerol	Phenolphtiocerol
phthcl_c	phthcl	Phthiocol (oxidized)
phthdl_c	phthdl	Phthiodolone
ugggmda_c	ugggmda	Undecaprenyl-diphospho-N-glycolylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine
pat_c	pat	Penta-acyl trehalose
uaGgla_c	uaGgla	Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine
uaAgla_c	uaAgla	Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-alanine
cigam_c	cigam	Cys-1D-myo-inositol 2-deoxy-D-glucopyranoside
cmcbtt_c	cmcbtt	Carboxymycobactin T (R=8 carbon, final carbon is carboxyl group)
Ac2PIM2_c	Ac2PIM2	Di-acyl phosphatidylinositol mannoside di-mannose (tuberculosis)
PIM2_c	PIM2	Phosphatidylinositol mannoside di-mannose (tuberculosis)
tmha1_c	tmha1	Tetramycolyl hexaarabinoside (tdm1 + tdm2 +tre) (Mtb)
pa190190_c	pa190190	1,2-sn-glycerol 3-phosphate
ugagmda_c	ugagmda	Undecaprenyl-diphospho-N-glycolylmuramoyl-(N-acetylglucosamine)-L-ala-D-glu-meso-2,6-diaminopimeloyl-D-ala-D-ala
fcmcbtt_c	fcmcbtt	Iron(III) chelated carboxymycobactin T (R=8 carbon, final carbon is carboxyl group)
mbhn_c	mbhn	Methyl behenic acid
tmha6_c	tmha6	Tetramycolyl hexaarabinoside (tdm3 + tdm4 + tre) (Mtb)
galfragund_c	galfragund	Galactofuranosyl(30)-rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate (M tb)
1msg3p_c	1msg3p	1-Acyl-sn-glycerol 3-phosphate (branched C19:0)
adfdRD_c	adfdRD	Reduced adrenal ferredoxin
kmeroacidACP_c	kmeroacidACP	Keto meroacid ACP
meroacidACP_c	meroacidACP	Alpha meroacid ACP
chexccoa_c	chexccoa	Carboxy hexacosanoyl-CoA
mmmeroacidcyc1AMP_c	mmmeroacidcyc1AMP	Cyclopropanated methyl hydroxy methoxy meroacid AMP (1 cyclopropane ring)
kmeroacidcyc2AMP_c	kmeroacidcyc2AMP	Cyclopropanated keto-meroacid AMP (2 cyclopropane rings)
mkmeroacidACP_c	mkmeroacidACP	Methyl hydroxy keto meroacid ACP (1 cyclopropane ring)
copre8_c	copre8	Cobalt-precorrin 8
cobya_c	cobya	Cobyrinate
bmn_c	bmn	Bimane
arabinan_c	arabinan	Arabinan complex (Mtb)
agalfragund_c	agalfragund	Arabinofuranose-galactofuranosyl(30)-rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate (M tb)
hpmdtria_c	hpmdtria	Hepta-methyl dotriacontanoic acid (7 methyl branches)
hmtria_c	hmtria	Hexa-methyl triacontanoic acid (C30:0, plus 6 methyl branches)
pmocta_c	pmocta	Penta-methyl octacosanoate
hmocta_c	hmocta	Hexa-methyl octacosanoate
tmhexc_c	tmhexc	Tri-methyl hexacosanoate
dmbhn_c	dmbhn	Di-methyl behenic acid
tmbhn_c	tmbhn	Tri-methyl behenic acid
dmarach_c	dmarach	Di-methyl arachic acid
m1ocdca_c	m1ocdca	Methyl octadecanoate
4hbzACP_c	4hbzACP	4-hydroxybenzoyl ACP
4h3npacald_p	4h3npacald	4 Hydroxy 3 Nitro Phenylacetaldehyde C8H11NO
4h3npacald_c	4h3npacald	4 Hydroxy 3 Nitro Phenylacetaldehyde C8H11NO
hphaccoa_c	hphaccoa	4 Hydroxyphenylacetyl CoA C29H42N7O18P3S
ppoh_c	ppoh	1-Propanol
im4ac_c	im4ac	Imidazole-4-acetate
im4act_c	im4act	Imidazole-4-acetaldehyde
isoheluc24_c	isoheluc24	Isoheptadecanoyllipoteichoic acid (n=24)
isopensu24_c	isopensu24	Isopentadecanoyllipoteichoic acid (n=24)
anteinsu24_c	anteinsu24	Anteisoheptadecanoyllipoteichoic acid (n=24)
stearnsu24_c	stearnsu24	Stearoyllipoteichoic acid (n=24)
fuc1p__L_e	fuc1p__L	L-Fucose 1-phosphate
nad_e	nad	Nicotinamide adenine dinucleotide
pa_EC_c	pa_EC	Phosphatidate  (E.coli)
adcobn_c	adcobn	Adenosylcobyric-acid
thrp_c	thrp	L-Threonine O-3-phosphate
remnant1_c	remnant1	Residual-atoms-of-reaction-DMBZIDSYN
remnant1_p	remnant1	Residual-atoms-of-reaction-DMBZIDSYN
udcdpgal_c	udcdpgal	Undecaprenyl-diphosphate-galactose
udcdp6Oag_p	udcdp6Oag	Undecaprenyl-diphosphate-O-antigene-6x
udcdp8Oag_p	udcdp8Oag	Undecaprenyl-diphosphate-O-antigene-8x
udcdp19Oag_p	udcdp19Oag	Undecaprenyl-diphosphate-O-antigene-19x
feroxBfe_c	feroxBfe	Ferrioxamine-B-fe
feroxBfe_p	feroxBfe	Ferrioxamine-B-fe
feroxB_c	feroxB	Ferrioxamine-B
feroxB_p	feroxB	Ferrioxamine-B
udcpgrm_c	udcpgrm	Undecaprenyl diphosphate galactose-rhamnose-mannose
udcpg_c	udcpg	Undecaprenyl diphosphate galactose
peptido_ST_p	peptido_ST	Membrane murein mixture
pg2_ST_p	pg2_ST	Membrane phosphatidylglycerol mixture
pe2_ST_p	pe2_ST	Membrane phosphatidylethanolamine mixture
guln__L_c	guln__L	L-gulonate
murein_lpp_p	murein_lpp	Braun lipoprotein conjugated with murein
3hptcoa_c	3hptcoa	3-Hydroxypentoyl-CoA
3opimcoa_c	3opimcoa	3-Oxopimeloyl-CoA
4hbutcoa_c	4hbutcoa	4-Hydroxybutanoyl-CoA
6hch1eccoa_c	6hch1eccoa	6-Hydroxycyclohex-1-ene-1-carboxyl-CoA
benzcoa_c	benzcoa	Benzoyl-CoA
citac_c	citac	Citraconate
citm_c	citm	Citramalate
dptne_c	dptne	Diploptene
hg0_c	hg0	Mercury (uncharged)
hmpscoa_c	hmpscoa	(Hydroxymethylphenyl)succinyl-CoA
kdolipid4n_c	kdolipid4n	KDO-lipid IV(A) (glucosediaminyl)
laccoa_c	laccoa	Lactoyl-CoA
pphos_c	pphos	Phenylphosphate
u3agn_c	u3agn	UDP-3-N-(3-hydroxytetradecanoyl)-2-N-acetylglucosediamine
udpxyl_c	udpxyl	UDP-D-xylose
Lcyst_e	Lcyst	L-Cysteate
bzal_e	bzal	Benzaldehyde
elao_e	elao	Anode (oxidized)
gm1lipa_e	gm1lipa	4-Amino-4-deoxy-L-arabinose modified core oligosaccharide lipid A (G. metallireducens, variant 1)
kdo2lipid4b_e	kdo2lipid4b	KDO(2)-lipid IV(B)
lipb_e	lipb	KDO(2)-lipid (B)
n2_e	n2	Nitrogen
phenol_e	phenol	Phenol
tc4_e	tc4	Technetium(IV)
tc7_e	tc7	Technetium(VII)
2obut_p	2obut	2-Oxobutanoate
4crsol_p	4crsol	P-Cresol
4hbald_p	4hbald	4-Hydroxybenzaldehyde
aso4_p	aso4	Arsenate
ibt_p	ibt	Isobutyrate
oxa_p	oxa	Oxalate
ppco_p	ppco	Periplasmic cytochromes c type oxidized
ppoh_p	ppoh	1-Propanol
ps141_p	ps141	Phosphatidylserine (ditetradec-7-enoyl, n-C14:1)
3hbcoa__R_c	3hbcoa__R	(R)-3-Hydroxybutyryl-CoA
octe_9_ACP_c	octe_9_ACP	Cis-octadec-9-enoyl-[acyl-carrier protein] (n-C18 1)
pa181_9_c	pa181_9	1,2-dioctadec-9-enoyl-sn-glycerol 3-phosphate
1odec6912eg3p_c	1odec6912eg3p	1-octadec-6-9-12trienoyl-sn-glycerol 3-phosphate
pa183_6_9_12_c	pa183_6_9_12	1,2-dioctadec-6-9-12-trienoyl-sn-glycerol 3-phosphate
1odec691215eg3p_c	1odec691215eg3p	1-octadec-6-9-12-15-tetraenoyl-sn-glycerol 3-phosphate
h_u	h	H+
echin_c	echin	Echinenone
pqh2_u	pqh2	Plastoquinol
pq_u	pq	Plastoquinone
pcox_p	pcox	Plastocyanin(Cu2+)
pcrd_u	pcrd	Plastocyanin(Cu+)
focytc6_p	focytc6	Ferrocytochrome c6
cholphya_c	cholphya	Chlorophyll a
h2o_u	h2o	H2O H2O
cdpdodec91215eg_c	cdpdodec91215eg	CDP-1,2-dioctadec-9-12-15-trienoylglycerol
mgdg181_9_c	mgdg181_9	1,2-Diacyl-3-beta-D-galactosyl-sn-glycerol (n-C18 1)
mgdg183_6_9_12_c	mgdg183_6_9_12	1,2-Diacyl-3-beta-D-galactosyl-sn-glycerol (n-C18 3)
dgdg183_6_9_12_c	dgdg183_6_9_12	Digalactosyl-diacylglycerol(n-C18 3)
mgdg183_9_12_15_c	mgdg183_9_12_15	1,2-Diacyl-3-beta-D-galactosyl-sn-glycerol (n-C18 3)
2m6phol_c	2m6phol	2-Methyl-6-phytylquinol
lycop_c	lycop	Lycopene
12dgr181_9_c	12dgr181_9	1,2-Diacyl-sn-glycerol (dioctadec-9-enoyl, n-C18 1)
12dgr182_9_12_c	12dgr182_9_12	1,2-Diacyl-sn-glycerol (dioctadec-9-12-dienoyl, n-C18 2)
12dgr183_9_12_15_c	12dgr183_9_12_15	1,2-Diacyl-sn-glycerol (dioctadec-9-12-15-trienoyl, n-C18 3)
pg183_6_9_12_c	pg183_6_9_12	Phosphatidylglycerol (dioctadec-6-9-12-trienoyl, n-C18 3)
pgp183_9_12_15_c	pgp183_9_12_15	Phosphatidylglycerophosphate (dioctadec-9-12-15-trienoyl, n-C18 3)
photon_c	photon	Light
sqdg160_c	sqdg160	Sulfoquinovosyldiacylglycerol (n-C16 0)
sqdg161_c	sqdg161	Sulfoquinovosyldiacylglycerol (n-C16 1)
dmtphllqne_c	dmtphllqne	Demethylphylloquinone
photon_p	photon	Light
glcglyc_c	glcglyc	2-(beta-D-Glucosyl)-sn-glycerol
glcglyc_p	glcglyc	2-(beta-D-Glucosyl)-sn-glycerol
10fthf7glu_c	10fthf7glu	10-formyltetrahydrofolate-[Glu](7)
11docrtstrn_c	11docrtstrn	11-Deoxycorticosterone
13_cis_retnglc_c	13_cis_retnglc	13-cis-retinoyl glucuronide
1mpyr_c	1mpyr	1-Methylpyrrolinium
2amac_c	2amac	2-Aminoacrylate
34dhphe_c	34dhphe	3,4-Dihydroxy-L-phenylalanine
3m4hpga_c	3m4hpga	3-Methoxy-4-hydroxyphenylglycolaldehyde
3mlda_c	3mlda	3-Methylimidazoleacetic acid
3mox4hoxm_c	3mox4hoxm	3-Methoxy-4-hydroxymandelate
3padsel_c	3padsel	3'-Phosphoadenylylselenate
3spyr_c	3spyr	3-Sulfopyruvate
3uib_c	3uib	3-Ureidoisobutyrate
4hdebrisoquine_c	4hdebrisoquine	4hdebrisoquine c
4mptnl_c	4mptnl	4-Methylpentanal
4pyrdx_c	4pyrdx	4-Pyridoxate
5adtststerone_c	5adtststerone	5alpha-Dihydrotestosterone
5forthf_c	5forthf	5-Formiminotetrahydrofolate
5hxkyn_c	5hxkyn	5-Hydroxykynurenine
5hxkynam_c	5hxkynam	5-Hydroxykynurenamine
6dhf_c	6dhf	Haxglutamyl folate (DHF)
Nacasp_c	Nacasp	N-Acetyl-L-aspartate
Nacsertn_c	Nacsertn	N-Acetylserotonin
R4coa_hs_c	R4coa_hs	R group 4 Coenzyme A homo sapiens
Rtotal_c	Rtotal	Rtotal c
Rtotal2_c	Rtotal2	R total 2 position
Rtotal2coa_c	Rtotal2coa	Rtotal2coa c
Rtotal3crn_c	Rtotal3crn	Rtotal3crn c
acgagbside_hs_c	acgagbside_hs	Alpha GalNAc globoside (homo sapiens)
acgalfucgalacgalfuc12gal14acglcgalgluside_hs_c	acgalfucgalacgalfuc12gal14acglcgalgluside_hs	Type IIIA glycolipid
acgbgbside_hs_c	acgbgbside_hs	Beta GalNAc globoside (homo sapiens)
acnacngal14acglcgalgluside_hs_c	acnacngal14acglcgalgluside_hs	3',8'-LD1
adhap_hs_c	adhap_hs	Acyl-dihydroxyacetone phosphate
adrncoa_c	adrncoa	Adrenyl coenzyme A
adrncrn_c	adrncrn	Adrenyl carnitine
ak2gchol_hs_c	ak2gchol_hs	1-alkyl 2-acylglycerol 3-phosphocholine
andrstrn_c	andrstrn	Andrstrn c
antipyrene_c	antipyrene	Antipyrene c
appnn_c	appnn	(+)-alpha-Pinene
arachcrn_c	arachcrn	Arachidyl carnitine
biocyt_c	biocyt	Biocyt c
c226coa_c	c226coa	Cervonyl coenzyme A
cbl2_c	cbl2	Cob II alamin C62H88CoN13O14P
cholate_c	cholate	Cholate c
chsterol_c	chsterol	Chsterol c
clpn_hs_c	clpn_hs	Cardiolipin (homo sapiens)
clpndcoa_c	clpndcoa	Clupanodonyl CoA
creat_c	creat	Creatine cytosol
crtn_c	crtn	Creatinine
dedol_U_c	dedol_U	Dehydrodolichol, human uterine homolog
dedoldp__L_c	dedoldp__L	Dehydrodolichol diphosphate, human liver homolog
dgchol_c	dgchol	Chenodeoxyglycocholate
dhdascb_c	dhdascb	Dehydroascorbate
dheas_c	dheas	Dehydroepiandrosterone sulfate
digalsgalside_hs_c	digalsgalside_hs	Digalactosylceramidesulfate
digalside_hs_c	digalside_hs	Digalactosylceramide
dolp__L_c	dolp__L	Dolichol phosphate, human liver homolog
